game_id,seat_location
5216,returning_champ
5215,right
5215,middle
5215,returning_champ
5214,right
5214,middle
5214,returning_champ
5213,right
5213,middle
5213,returning_champ
5212,right
5212,middle
5212,returning_champ
5211,right
5211,middle
5211,returning_champ
5210,right
5210,middle
5210,returning_champ
5209,right
5209,middle
5209,returning_champ
5208,right
5208,middle
5208,returning_champ
5207,right
5207,middle
5207,returning_champ
5206,right
5206,middle
5206,returning_champ
5205,right
5205,middle
5205,returning_champ
5204,right
5204,middle
5204,returning_champ
5203,right
5203,middle
5203,returning_champ
5200,right
5200,middle
5200,returning_champ
5202,right
5202,middle
5202,returning_champ
5201,right
5201,middle
5201,returning_champ
5199,right
5199,middle
5199,returning_champ
5198,right
5198,middle
5198,returning_champ
5197,right
5197,middle
5197,returning_champ
5196,right
5196,middle
5196,returning_champ
5195,right
5195,middle
5195,returning_champ
5193,right
5193,middle
5193,returning_champ
5192,right
5192,middle
5192,returning_champ
5189,right
5189,middle
5189,returning_champ
5188,right
5188,middle
5188,returning_champ
5187,right
5187,middle
5187,returning_champ
5185,right
5185,middle
5185,returning_champ
5184,right
5184,middle
5184,returning_champ
5183,right
5183,middle
5183,returning_champ
5181,right
5181,middle
5181,returning_champ
5180,right
5180,middle
5180,returning_champ
5178,right
5178,middle
5178,returning_champ
5177,right
5177,middle
5177,returning_champ
5176,right
5176,middle
5176,returning_champ
5175,right
5175,middle
5175,returning_champ
5174,right
5174,middle
5174,returning_champ
5172,right
5172,middle
5172,returning_champ
5171,right
5171,middle
5171,returning_champ
5170,right
5170,middle
5170,returning_champ
5168,right
5168,middle
5168,returning_champ
5167,right
5167,middle
5167,returning_champ
5166,right
5166,middle
5166,returning_champ
5165,right
5165,middle
5165,returning_champ
5164,right
5164,middle
5164,returning_champ
5160,right
5160,middle
5160,returning_champ
5157,right
5157,middle
5157,returning_champ
5156,right
5156,middle
5156,returning_champ
5155,right
5155,middle
5155,returning_champ
5154,right
5154,middle
5154,returning_champ
5152,right
5152,middle
5152,returning_champ
5150,right
5150,middle
5150,returning_champ
5147,right
5147,middle
5147,returning_champ
5146,right
5146,middle
5146,returning_champ
5144,right
5144,middle
5144,returning_champ
5141,right
5141,middle
5141,returning_champ
5140,right
5140,middle
5140,returning_champ
5139,right
5139,middle
5139,returning_champ
5138,right
5138,middle
5138,returning_champ
5137,right
5137,middle
5137,returning_champ
5136,right
5136,middle
5136,returning_champ
5134,right
5134,middle
5134,returning_champ
5133,right
5133,middle
5133,returning_champ
5132,right
5132,middle
5132,returning_champ
5131,right
5131,middle
5131,returning_champ
5130,right
5130,middle
5130,returning_champ
5129,right
5129,middle
5129,returning_champ
5128,right
5128,middle
5128,returning_champ
5127,right
5127,middle
5127,returning_champ
5126,right
5126,middle
5126,returning_champ
5125,right
5125,middle
5125,returning_champ
5124,right
5124,middle
5124,returning_champ
5122,right
5122,middle
5122,returning_champ
5121,right
5121,middle
5121,returning_champ
5119,right
5119,middle
5119,returning_champ
5117,right
5117,middle
5117,returning_champ
5116,right
5116,middle
5116,returning_champ
5113,right
5113,middle
5113,returning_champ
5112,right
5112,middle
5112,returning_champ
5110,right
5110,middle
5110,returning_champ
5109,right
5109,middle
5109,returning_champ
5108,right
5108,middle
5108,returning_champ
5104,right
5104,middle
5104,returning_champ
5103,right
5103,middle
5103,returning_champ
5101,right
5101,middle
5101,returning_champ
5100,right
5100,middle
5100,returning_champ
5099,right
5099,middle
5099,returning_champ
5098,right
5098,middle
5098,returning_champ
5097,right
5097,middle
5097,returning_champ
5095,right
5095,middle
5095,returning_champ
5093,right
5093,middle
5093,returning_champ
5092,right
5092,middle
5092,returning_champ
5091,right
5091,middle
5091,returning_champ
5090,right
5090,middle
5090,returning_champ
5089,right
5089,middle
5089,returning_champ
5087,right
5087,middle
5087,returning_champ
5088,right
5088,middle
5088,returning_champ
5085,right
5085,middle
5085,returning_champ
5083,right
5083,middle
5083,returning_champ
5081,right
5081,middle
5081,returning_champ
5078,right
5078,middle
5078,returning_champ
5076,right
5076,middle
5076,returning_champ
5075,right
5075,middle
5075,returning_champ
5074,right
5074,middle
5074,returning_champ
5072,right
5072,middle
5072,returning_champ
5071,right
5071,middle
5071,returning_champ
5070,right
5070,middle
5070,returning_champ
5069,right
5069,middle
5069,returning_champ
5067,right
5067,middle
5067,returning_champ
5066,right
5066,middle
5066,returning_champ
5065,right
5065,middle
5065,returning_champ
5064,right
5064,middle
5064,returning_champ
5063,right
5063,middle
5063,returning_champ
5062,right
5062,middle
5062,returning_champ
5061,right
5061,middle
5061,returning_champ
5059,right
5059,middle
5059,returning_champ
5058,right
5058,middle
5058,returning_champ
5057,right
5057,middle
5057,returning_champ
5056,right
5056,middle
5056,returning_champ
5055,right
5055,middle
5055,returning_champ
5053,right
5053,middle
5053,returning_champ
5052,right
5052,middle
5052,returning_champ
5050,right
5050,middle
5050,returning_champ
5049,right
5049,middle
5049,returning_champ
5048,right
5048,middle
5048,returning_champ
5046,right
5046,middle
5046,returning_champ
5044,right
5044,middle
5044,returning_champ
5043,right
5043,middle
5043,returning_champ
5042,right
5042,middle
5042,returning_champ
5040,right
5040,middle
5040,returning_champ
5038,right
5038,middle
5038,returning_champ
5037,right
5037,middle
5037,returning_champ
5002,right
5002,middle
5002,returning_champ
5006,right
5006,middle
5006,returning_champ
5005,right
5005,middle
5005,returning_champ
4994,right
4994,middle
4994,returning_champ
4993,right
4993,middle
4993,returning_champ
4991,right
4991,middle
4991,returning_champ
4989,right
4989,middle
4989,returning_champ
4987,right
4987,middle
4987,returning_champ
4985,right
4985,middle
4985,returning_champ
4982,right
4982,middle
4982,returning_champ
4979,right
4979,middle
4979,returning_champ
4977,right
4977,middle
4977,returning_champ
4976,right
4976,middle
4976,returning_champ
4974,right
4974,middle
4974,returning_champ
4972,right
4972,middle
4972,returning_champ
4961,right
4961,middle
4961,returning_champ
4959,right
4959,middle
4959,returning_champ
4958,right
4958,middle
4958,returning_champ
4956,right
4956,middle
4956,returning_champ
4953,right
4953,middle
4953,returning_champ
4951,right
4951,middle
4951,returning_champ
4950,right
4950,middle
4950,returning_champ
4949,right
4949,middle
4949,returning_champ
4948,right
4948,middle
4948,returning_champ
4947,right
4947,middle
4947,returning_champ
4945,right
4945,middle
4945,returning_champ
4943,right
4943,middle
4943,returning_champ
4941,right
4941,middle
4941,returning_champ
4938,right
4938,middle
4938,returning_champ
4936,right
4936,middle
4936,returning_champ
4934,right
4934,middle
4934,returning_champ
4933,right
4933,middle
4933,returning_champ
4930,right
4930,middle
4930,returning_champ
4927,right
4927,middle
4927,returning_champ
4925,right
4925,middle
4925,returning_champ
4923,right
4923,middle
4923,returning_champ
4921,right
4921,middle
4921,returning_champ
4920,right
4920,middle
4920,returning_champ
4919,right
4919,middle
4919,returning_champ
4917,right
4917,middle
4917,returning_champ
4915,right
4915,middle
4915,returning_champ
4913,right
4913,middle
4913,returning_champ
4912,right
4912,middle
4912,returning_champ
4909,right
4909,middle
4909,returning_champ
4907,right
4907,middle
4907,returning_champ
4905,right
4905,middle
4905,returning_champ
4904,right
4904,middle
4904,returning_champ
4903,right
4903,middle
4903,returning_champ
4902,right
4902,middle
4902,returning_champ
4901,right
4901,middle
4901,returning_champ
4900,right
4900,middle
4900,returning_champ
4899,right
4899,middle
4899,returning_champ
4898,right
4898,middle
4898,returning_champ
4897,right
4897,middle
4897,returning_champ
4896,right
4896,middle
4896,returning_champ
4895,right
4895,middle
4895,returning_champ
4894,right
4894,middle
4894,returning_champ
4893,right
4893,middle
4893,returning_champ
4892,right
4892,middle
4892,returning_champ
4891,right
4891,middle
4891,returning_champ
4890,right
4890,middle
4890,returning_champ
4889,right
4889,middle
4889,returning_champ
4888,right
4888,middle
4888,returning_champ
4887,right
4887,middle
4887,returning_champ
4886,right
4886,middle
4886,returning_champ
4885,right
4885,middle
4885,returning_champ
4884,right
4884,middle
4884,returning_champ
4883,right
4883,middle
4883,returning_champ
4882,right
4882,middle
4882,returning_champ
4881,right
4881,middle
4881,returning_champ
4880,right
4880,middle
4880,returning_champ
4879,right
4879,middle
4879,returning_champ
4878,right
4878,middle
4878,returning_champ
4877,right
4877,middle
4877,returning_champ
4876,right
4876,middle
4876,returning_champ
4875,right
4875,middle
4875,returning_champ
4874,right
4874,middle
4874,returning_champ
4873,right
4873,middle
4873,returning_champ
4872,right
4872,middle
4872,returning_champ
4870,right
4870,middle
4870,returning_champ
4868,right
4868,middle
4868,returning_champ
4589,right
4589,middle
4589,returning_champ
4588,right
4588,middle
4588,returning_champ
4586,right
4586,middle
4586,returning_champ
4584,right
4584,middle
4584,returning_champ
4582,right
4582,middle
4582,returning_champ
4578,right
4578,middle
4578,returning_champ
4576,right
4576,middle
4576,returning_champ
4573,right
4573,middle
4573,returning_champ
4574,right
4574,middle
4574,returning_champ
4569,right
4569,middle
4569,returning_champ
4570,right
4570,middle
4570,returning_champ
4567,right
4567,middle
4567,returning_champ
4581,right
4581,middle
4581,returning_champ
4565,right
4565,middle
4565,returning_champ
4561,right
4561,middle
4561,returning_champ
4562,right
4562,middle
4562,returning_champ
4558,right
4558,middle
4558,returning_champ
4557,right
4557,middle
4557,returning_champ
4555,right
4555,middle
4555,returning_champ
4551,right
4551,middle
4551,returning_champ
4553,right
4553,middle
4553,returning_champ
4549,right
4549,middle
4549,returning_champ
4556,right
4556,middle
4556,returning_champ
4548,right
4548,middle
4548,returning_champ
4547,right
4547,middle
4547,returning_champ
4546,right
4546,middle
4546,returning_champ
4545,right
4545,middle
4545,returning_champ
4550,right
4550,middle
4550,returning_champ
4543,right
4543,middle
4543,returning_champ
4542,right
4542,middle
4542,returning_champ
4541,right
4541,middle
4541,returning_champ
4540,right
4540,middle
4540,returning_champ
4544,right
4544,middle
4544,returning_champ
4539,right
4539,middle
4539,returning_champ
4538,right
4538,middle
4538,returning_champ
4537,right
4537,middle
4537,returning_champ
4536,right
4536,middle
4536,returning_champ
4534,right
4534,middle
4534,returning_champ
4535,right
4535,middle
4535,returning_champ
4532,right
4532,middle
4532,returning_champ
4531,right
4531,middle
4531,returning_champ
4528,right
4528,middle
4528,returning_champ
4526,right
4526,middle
4526,returning_champ
4527,right
4527,middle
4527,returning_champ
4523,right
4523,middle
4523,returning_champ
4521,right
4521,middle
4521,returning_champ
4519,right
4519,middle
4519,returning_champ
4516,right
4516,middle
4516,returning_champ
4514,right
4514,middle
4514,returning_champ
4511,right
4511,middle
4511,returning_champ
4510,right
4510,middle
4510,returning_champ
4509,right
4509,middle
4509,returning_champ
4508,right
4508,middle
4508,returning_champ
4507,right
4507,middle
4507,returning_champ
4506,right
4506,middle
4506,returning_champ
4505,right
4505,middle
4505,returning_champ
4504,right
4504,middle
4504,returning_champ
4502,right
4502,middle
4502,returning_champ
4503,right
4503,middle
4503,returning_champ
4500,right
4500,middle
4500,returning_champ
4499,right
4499,middle
4499,returning_champ
4496,right
4496,middle
4496,returning_champ
4493,right
4493,middle
4493,returning_champ
4494,right
4494,middle
4494,returning_champ
4488,right
4488,middle
4488,returning_champ
4489,right
4489,middle
4489,returning_champ
4485,right
4485,middle
4485,returning_champ
4484,right
4484,middle
4484,returning_champ
4483,right
4483,middle
4483,returning_champ
4481,right
4481,middle
4481,returning_champ
4482,right
4482,middle
4482,returning_champ
4480,right
4480,middle
4480,returning_champ
4479,right
4479,middle
4479,returning_champ
4478,right
4478,middle
4478,returning_champ
4476,right
4476,middle
4476,returning_champ
4477,right
4477,middle
4477,returning_champ
4474,right
4474,middle
4474,returning_champ
4472,right
4472,middle
4472,returning_champ
4471,right
4471,middle
4471,returning_champ
4470,right
4470,middle
4470,returning_champ
4469,right
4469,middle
4469,returning_champ
4467,right
4467,middle
4467,returning_champ
4466,right
4466,middle
4466,returning_champ
4468,right
4468,middle
4468,returning_champ
4464,right
4464,middle
4464,returning_champ
4465,right
4465,middle
4465,returning_champ
4463,right
4463,middle
4463,returning_champ
4461,right
4461,middle
4461,returning_champ
4462,right
4462,middle
4462,returning_champ
4457,right
4457,middle
4457,returning_champ
4459,right
4459,middle
4459,returning_champ
4456,right
4456,middle
4456,returning_champ
4454,right
4454,middle
4454,returning_champ
4453,right
4453,middle
4453,returning_champ
4451,right
4451,middle
4451,returning_champ
4455,right
4455,middle
4455,returning_champ
4450,right
4450,middle
4450,returning_champ
4449,right
4449,middle
4449,returning_champ
4448,right
4448,middle
4448,returning_champ
4447,right
4447,middle
4447,returning_champ
4446,right
4446,middle
4446,returning_champ
4445,right
4445,middle
4445,returning_champ
4444,right
4444,middle
4444,returning_champ
4443,right
4443,middle
4443,returning_champ
4442,right
4442,middle
4442,returning_champ
4441,right
4441,middle
4441,returning_champ
4440,right
4440,middle
4440,returning_champ
4439,right
4439,middle
4439,returning_champ
4438,right
4438,middle
4438,returning_champ
4437,right
4437,middle
4437,returning_champ
4436,right
4436,middle
4436,returning_champ
4435,right
4435,middle
4435,returning_champ
4434,right
4434,middle
4434,returning_champ
4433,right
4433,middle
4433,returning_champ
4432,right
4432,middle
4432,returning_champ
4431,right
4431,middle
4431,returning_champ
4430,right
4430,middle
4430,returning_champ
4429,right
4429,middle
4429,returning_champ
4428,right
4428,middle
4428,returning_champ
4426,right
4426,middle
4426,returning_champ
4425,right
4425,middle
4425,returning_champ
4424,right
4424,middle
4424,returning_champ
4423,right
4423,middle
4423,returning_champ
4422,right
4422,middle
4422,returning_champ
4421,right
4421,middle
4421,returning_champ
4420,right
4420,middle
4420,returning_champ
4419,right
4419,middle
4419,returning_champ
4417,right
4417,middle
4417,returning_champ
4416,right
4416,middle
4416,returning_champ
4415,right
4415,middle
4415,returning_champ
4413,right
4413,middle
4413,returning_champ
4411,right
4411,middle
4411,returning_champ
4408,right
4408,middle
4408,returning_champ
4409,right
4409,middle
4409,returning_champ
4406,right
4406,middle
4406,returning_champ
4405,right
4405,middle
4405,returning_champ
4402,right
4402,middle
4402,returning_champ
4399,right
4399,middle
4399,returning_champ
4400,right
4400,middle
4400,returning_champ
4398,right
4398,middle
4398,returning_champ
4397,right
4397,middle
4397,returning_champ
4396,right
4396,middle
4396,returning_champ
4393,right
4393,middle
4393,returning_champ
4394,right
4394,middle
4394,returning_champ
4391,right
4391,middle
4391,returning_champ
4392,right
4392,middle
4392,returning_champ
4390,right
4390,middle
4390,returning_champ
4389,right
4389,middle
4389,returning_champ
4387,right
4387,middle
4387,returning_champ
4388,right
4388,middle
4388,returning_champ
4386,right
4386,middle
4386,returning_champ
4385,right
4385,middle
4385,returning_champ
4384,right
4384,middle
4384,returning_champ
4383,right
4383,middle
4383,returning_champ
4381,right
4381,middle
4381,returning_champ
4382,right
4382,middle
4382,returning_champ
4379,right
4379,middle
4379,returning_champ
4380,right
4380,middle
4380,returning_champ
4378,right
4378,middle
4378,returning_champ
4377,right
4377,middle
4377,returning_champ
4376,right
4376,middle
4376,returning_champ
4374,right
4374,middle
4374,returning_champ
4375,right
4375,middle
4375,returning_champ
4373,right
4373,middle
4373,returning_champ
4372,right
4372,middle
4372,returning_champ
4371,right
4371,middle
4371,returning_champ
4370,right
4370,middle
4370,returning_champ
4369,right
4369,middle
4369,returning_champ
4368,right
4368,middle
4368,returning_champ
4367,right
4367,middle
4367,returning_champ
4366,right
4366,middle
4366,returning_champ
4365,right
4365,middle
4365,returning_champ
4364,right
4364,middle
4364,returning_champ
4363,right
4363,middle
4363,returning_champ
4362,right
4362,middle
4362,returning_champ
4361,right
4361,middle
4361,returning_champ
4360,right
4360,middle
4360,returning_champ
4359,right
4359,middle
4359,returning_champ
4358,right
4358,middle
4358,returning_champ
4357,right
4357,middle
4357,returning_champ
4356,right
4356,middle
4356,returning_champ
4355,right
4355,middle
4355,returning_champ
4354,right
4354,middle
4354,returning_champ
4353,right
4353,middle
4353,returning_champ
4352,right
4352,middle
4352,returning_champ
4351,right
4351,middle
4351,returning_champ
4350,right
4350,middle
4350,returning_champ
4349,right
4349,middle
4349,returning_champ
4348,right
4348,middle
4348,returning_champ
4347,right
4347,middle
4347,returning_champ
4346,right
4346,middle
4346,returning_champ
4345,right
4345,middle
4345,returning_champ
4344,right
4344,middle
4344,returning_champ
4343,right
4343,middle
4343,returning_champ
4342,right
4342,middle
4342,returning_champ
4341,right
4341,middle
4341,returning_champ
4340,right
4340,middle
4340,returning_champ
4339,right
4339,middle
4339,returning_champ
4338,right
4338,middle
4338,returning_champ
4337,right
4337,middle
4337,returning_champ
4336,right
4336,middle
4336,returning_champ
4335,right
4335,middle
4335,returning_champ
4333,right
4333,middle
4333,returning_champ
4332,right
4332,middle
4332,returning_champ
4331,right
4331,middle
4331,returning_champ
4330,right
4330,middle
4330,returning_champ
4329,right
4329,middle
4329,returning_champ
4328,right
4328,middle
4328,returning_champ
4326,right
4326,middle
4326,returning_champ
4324,right
4324,middle
4324,returning_champ
4327,right
4327,middle
4327,returning_champ
4325,right
4325,middle
4325,returning_champ
4321,right
4321,middle
4321,returning_champ
4334,right
4334,middle
4334,returning_champ
4320,right
4320,middle
4320,returning_champ
4323,right
4323,middle
4323,returning_champ
4322,right
4322,middle
4322,returning_champ
4319,right
4319,middle
4319,returning_champ
